item_root,group_file,id,name,desc,has_icon,has_icon_raw,price,cash_flag,slot_max,xml_relpath,png_dir_relpath,icon_png_relpath,icon_raw_png_relpath
Install,0301,3010000,The Relaxer,Catch your breath and relax by sitting on this chair to recover 50 HP every 10 seconds.\n#cCannot be traded or dropped.#,1,1,100,,1,Item/Item.wz/Install/0301.img.xml,Item/Item.wz/Install/0301.img/03010000/info,Item/Item.wz/Install/0301.img/03010000/info/icon.png,Item/Item.wz/Install/0301.img/03010000/info/iconRaw.png
Install,0301,3010001,Sky-blue Wooden Chair,A specially-made sky-blue wooden chair that's only available in Lith Harbor. Recover 35 HP every 10 seconds.,1,1,500,,1,Item/Item.wz/Install/0301.img.xml,Item/Item.wz/Install/0301.img/03010001/info,Item/Item.wz/Install/0301.img/03010001/info/icon.png,Item/Item.wz/Install/0301.img/03010001/info/iconRaw.png
Install,0301,3010002,Green Chair,"A comfortable, plush green chair, complete with arm-rests. Recovers 50 HP every 10 seconds.",1,1,500,,1,Item/Item.wz/Install/0301.img.xml,Item/Item.wz/Install/0301.img/03010002/info,Item/Item.wz/Install/0301.img/03010002/info/icon.png,Item/Item.wz/Install/0301.img/03010002/info/iconRaw.png
Install,0301,3010003,Red Chair,"A comfortable, plush red chair, complete with arm-rests.. Recovers 50 HP every 10 seconds.",1,1,500,,1,Item/Item.wz/Install/0301.img.xml,Item/Item.wz/Install/0301.img/03010003/info,Item/Item.wz/Install/0301.img/03010003/info/icon.png,Item/Item.wz/Install/0301.img/03010003/info/iconRaw.png
Install,0301,3010004,The Yellow Relaxer,Catch your breath and relax by sitting on this chair to recover 50 HP every 10 seconds. Perfect for a quick break from training.,1,1,100,,1,Item/Item.wz/Install/0301.img.xml,Item/Item.wz/Install/0301.img/03010004/info,Item/Item.wz/Install/0301.img/03010004/info/icon.png,Item/Item.wz/Install/0301.img/03010004/info/iconRaw.png
Install,0301,3010005,The Red Relaxer,Catch your breath and relax by sitting on this chair to recover 50 HP every 10 seconds.  Perfect for a quick break from training.,1,1,100,,1,Item/Item.wz/Install/0301.img.xml,Item/Item.wz/Install/0301.img/03010005/info,Item/Item.wz/Install/0301.img/03010005/info/icon.png,Item/Item.wz/Install/0301.img/03010005/info/iconRaw.png
Install,0301,3010006,Yellow Chair,"A comfortable, plush yellow chair, complete with arm-rests. Recovers 50 HP every 10 seconds.",1,1,5000,,1,Item/Item.wz/Install/0301.img.xml,Item/Item.wz/Install/0301.img/03010006/info,Item/Item.wz/Install/0301.img/03010006/info/icon.png,Item/Item.wz/Install/0301.img/03010006/info/iconRaw.png
Install,0301,3010007,Pink Seal Cushion,An adorable pink cushion that resembles a seal.  Recovers HP 60 every 10 seconds.,1,1,1,,1,Item/Item.wz/Install/0301.img.xml,Item/Item.wz/Install/0301.img/03010007/info,Item/Item.wz/Install/0301.img/03010007/info/icon.png,Item/Item.wz/Install/0301.img/03010007/info/iconRaw.png
Install,0301,3010008,Blue Seal Cushion,An adorable blue cushion that resembles a seal.  Recovers HP 60 every 10 seconds.,1,1,1,,1,Item/Item.wz/Install/0301.img.xml,Item/Item.wz/Install/0301.img/03010008/info,Item/Item.wz/Install/0301.img/03010008/info/icon.png,Item/Item.wz/Install/0301.img/03010008/info/iconRaw.png
Install,0301,3010009,Red Round Chair,"Rumored to be crafted in Amoria, this special chair is also known as the Love Seat. Recover 20 HP and 20 MP every 10 seconds.",1,1,1,,1,Item/Item.wz/Install/0301.img.xml,Item/Item.wz/Install/0301.img/03010009/info,Item/Item.wz/Install/0301.img/03010009/info/icon.png,Item/Item.wz/Install/0301.img/03010009/info/iconRaw.png
